,id,game,link,Primary Genre,Store Genres,Publisher,Developer,Detected Technologies,Store Asset Modification Time,review_percentage,players right now,24-hour peak,all-time peak,all-time date
84,84,memories,/app/2219470/,Indie (23),"Adventure (25), Casual (4), Free to Play (37), Indie (23), Simulation (28)",Spookulele Games,guiyyu,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",29 January 2023 – 18:04:40 UTC (3 months ago) (1675015480),94.0,2,7,38,2023-02-04T17:20:11+00:00
85,85,Pleh!,/app/2191550/,Free to Play (37),"Adventure (25), Free to Play (37), Indie (23)",Jester Games,Jester Games,"Engine.Unity, SDK.Discord, SDK.SteamworksNET, SDK.cURL",19 October 2022 – 13:40:35 UTC (6 months ago) (1666186835),94.0,7,11,124,2023-03-25T20:40:08+00:00
86,86,Sun Haven,/app/1432860/,Simulation (28),"Adventure (25), Casual (4), Indie (23), RPG (3), Simulation (28)",Pixel Sprout Studios,Pixel Sprout Studios,"Engine.Unity, SDK.SteamworksNET, SDK.UnityURP",22 March 2023 – 23:13:03 UTC (24 days ago) (1679526783),90.0,"4,651","4,977","12,706",2023-03-19T20:55:04+00:00
87,87,Atelier Ryza 3: Alchemist of the End & the Secret Key,/app/1999770/,RPG (3),"Adventure (25), Casual (4), RPG (3), Simulation (28)","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,24 March 2023 – 05:36:16 UTC (22 days ago) (1679636176),93.0,"2,029","2,520","7,162",2023-03-26T13:30:04+00:00
88,88,Above Snakes: Prologue,/app/2209150/,Simulation (28),"Adventure (25), RPG (3), Simulation (28)",Crytivo,Square Glade Games,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",24 March 2023 – 14:51:45 UTC (22 days ago) (1679669505),92.0,102,126,"3,672",2023-03-27T13:15:05+00:00
89,89,Metroplex Zero,/app/1412960/,Strategy (2),"Strategy (2), Early Access (70)",Enigma Dragons LLC,Enigma Dragons LLC,"Engine.Unity, SDK.FMOD, SDK.SteamworksNET, SDK.cURL",3 April 2023 – 05:21:11 UTC (12 days ago) (1680499271),100.0,0,2,16,2023-03-31T13:50:15+00:00
90,90,SimRail - The Railway Simulator,/app/1422130/,Simulation (28),"Simulation (28), Early Access (70)",PlayWay S.A.,SimRail S.A.,"Engine.Unity, SDK.NVIDIA_DLSS",13 January 2023 – 04:15:10 UTC (3 months ago) (1673583310),92.0,419,483,"1,914",2023-01-13T20:55:04+00:00
91,91,SpunkStock: Music Festival,/app/1863290/,Action (1),"Action (1), Indie (23)",RegulusNSFW,RegulusNSFW,"Engine.Unity, SDK.UnityURP, SDK.cURL",26 January 2023 – 08:30:26 UTC (3 months ago) (1674721826),96.0,4,14,277,2023-01-27T06:10:05+00:00
92,92,Farlanders,/app/1318740/,Strategy (2),"Indie (23), Simulation (28), Strategy (2)",Crytivo,Andriy Bychkovskyi,"Engine.Unity, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",17 January 2023 – 15:34:34 UTC (3 months ago) (1673969674),94.0,9,14,251,2023-01-21T17:20:06+00:00
93,93,Clash: Artifacts of Chaos,/app/1430680/,Action (1),"Action (1), Adventure (25), Indie (23)",Nacon,ACE Team,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",9 March 2023 – 17:01:14 UTC (last month) (1678381274),94.0,10,17,148,2023-03-12T19:40:08+00:00
94,94,Glory & Miserable Survivors DX,/app/2178330/,Action (1),"Action (1), Casual (4), RPG (3)",Mango Party,TLACHTLI,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",16 March 2023 – 04:17:37 UTC (last month) (1678940257),93.0,117,117,776,2023-03-17T15:05:05+00:00
95,95,Soundodger 2,/app/1400910/,Action (1),"Action (1), Casual (4), Indie (23)",Studio Bean,Studio Bean,"Engine.Unity, SDK.Discord, SDK.cURL",27 March 2023 – 16:05:35 UTC (19 days ago) (1679933135),98.0,11,24,53,2021-10-11T16:00:10+00:00
96,96,Caves of Lore,/app/2227130/,RPG (3),"Indie (23), RPG (3), Strategy (2)",by Mike Robins,by Mike Robins,"Engine.Unity, SDK.SteamworksNET",12 April 2023 – 16:47:21 UTC (3 days ago) (1681318041),96.0,10,11,103,2023-01-29T23:00:07+00:00
97,97,Lone Fungus,/app/1674780/,Indie (23),"Action (1), Adventure (25), Indie (23)",Basti Games,Basti Games,Engine.ClickTeamFusion,5 April 2023 – 15:48:41 UTC (10 days ago) (1680709721),94.0,175,213,247,2023-04-12T01:50:06+00:00
98,98,Passpartout 2: The Lost Artist,/app/1571100/,Indie (23),"Casual (4), Indie (23), Simulation (28)",Flamebait Games,Flamebait Games,"Engine.Unity, SDK.FMOD, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",4 April 2023 – 16:58:31 UTC (11 days ago) (1680627511),94.0,267,285,591,2023-04-08T14:20:06+00:00
99,99,A Bavarian Tale - Totgeschwiegen,/app/1694560/,Adventure (25),"Adventure (25), RPG (3)",Active Fungus Studios,Active Fungus Studios,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.OpenVR, SDK.OpenXR, SDK.Vorbis, SDK.XAudio2",2 February 2023 – 11:30:49 UTC (2 months ago) (1675337449),96.0,7,7,57,2023-02-05T12:40:09+00:00
100,100,Coralina,/app/2246120/,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3)",ZNT Productions,Gabriel Maki,,30 January 2023 – 19:16:53 UTC (3 months ago) (1675106213),95.0,0,2,16,2023-01-08T21:10:17+00:00
101,101,King Of The Castle,/app/1839880/,Casual (4),"Casual (4), Indie (23), Strategy (2)",Team17,Tributary Games,"Engine.Unity, SDK.UnityURP, SDK.cURL",2 March 2023 – 16:13:22 UTC (last month) (1677773602),93.0,24,89,321,2023-03-05T03:20:06+00:00
102,102,ZED ZONE,/app/1211600/,Indie (23),"Action (1), Indie (23), RPG (3), Simulation (28), Early Access (70)",INDIECN,Leven Liu,"Engine.Unity, SDK.UnityBurst",29 March 2023 – 17:50:17 UTC (17 days ago) (1680112217),90.0,865,998,"2,569",2023-03-31T14:20:04+00:00
103,103,Omega Strikers,/app/1869590/,Free to Play (37),"Action (1), Free to Play (37), Strategy (2)",Odyssey Interactive,Odyssey Interactive,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.Wwise, SDK.XAudio2",7 April 2023 – 13:32:24 UTC (8 days ago) (1680874344),88.0,10,39,"19,257",2022-09-24T03:00:03+00:00
104,104,BETON BRUTAL,/app/2330500/,Indie (23),"Casual (4), Indie (23)",Jan Malitschek,Jan Malitschek,"Engine.Unity, SDK.cURL",9 March 2023 – 20:54:14 UTC (last month) (1678395254),94.0,64,98,147,2023-04-06T16:20:08+00:00
105,105,ENTROPOLY,/app/2226160/,Action (1),Action (1),Wills Blackett,Wills Blackett,,3 March 2023 – 01:04:48 UTC (last month) (1677805488),98.0,0,5,41,2023-03-05T04:10:09+00:00
106,106,ふりかけ☆スペイシー,/app/1764700/,Indie (23),Indie (23),よんとんトマチン,よんとんトマチン,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",2 March 2023 – 07:19:23 UTC (last month) (1677741563),98.0,3,8,48,2023-03-02T13:00:10+00:00
107,107,Cannibal Abduction,/app/2189640/,Adventure (25),"Adventure (25), Indie (23)",selewi,Tomás Esconjaureguy,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",25 December 2022 – 22:01:30 UTC (4 months ago) (1672005690),95.0,0,3,25,2023-01-19T01:20:11+00:00
108,108,Graze Counter GM,/app/1486440/,Action (1),"Action (1), Casual (4)",Henteko Doujin,Bikkuri Software,Engine.GameMaker,16 November 2022 – 13:35:39 UTC (5 months ago) (1668605739),98.0,1,7,72,2023-01-19T13:40:08+00:00
109,109,The Multi-Medium,/app/2077380/,Indie (23),"Adventure (25), Casual (4), Indie (23)",Micah Boursier,Micah Boursier,"Engine.Unity, SDK.SteamworksNET, SDK.UnityURP",16 January 2023 – 05:22:39 UTC (3 months ago) (1673846559),98.0,0,2,15,2023-01-21T03:20:14+00:00
110,110,Basements n' Basilisks: Storms of Sorcery,/app/2236860/,Adventure (25),"Adventure (25), Casual (4), RPG (3), Simulation (28)",eNVy softworks,eNVy softworks,Engine.Unity,23 February 2023 – 23:05:08 UTC (2 months ago) (1677193508),98.0,0,2,20,2023-02-27T18:50:12+00:00
111,111,Partum Artifex,/app/2069760/,Adventure (25),Adventure (25),DalaKoala Games,DalaKoala Games,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",27 January 2023 – 03:31:16 UTC (3 months ago) (1674790276),98.0,0,4,17,2023-02-27T02:50:15+00:00
112,112,Plan B: Terraform,/app/1894430/,Early Access (70),"Indie (23), Simulation (28), Strategy (2), Early Access (70)",Gaddy Games,Gaddy Games,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",8 December 2022 – 09:22:32 UTC (4 months ago) (1670491352),90.0,168,172,"2,352",2023-02-15T20:35:04+00:00
113,113,Dreams in the Witch House,/app/1902850/,Adventure (25),"Adventure (25), Indie (23), RPG (3)",Bonus Stage Publishing,Atom Brain Games,"Engine.AdventureGameStudio, SDK.SDL",17 February 2023 – 13:43:03 UTC (2 months ago) (1676641383),96.0,3,7,42,2023-02-19T21:40:11+00:00
114,114,Planet Cube: Edge,/app/791200/,Action (1),"Action (1), Adventure (25), Indie (23)",Firestoke,Sunna Entertainment,"Engine.Unity, SDK.EpicOnlineServices, SDK.FMOD, SDK.SteamworksNET, SDK.UnityURP, SDK.cURL",4 February 2023 – 09:30:07 UTC (2 months ago) (1675503007),97.0,0,3,14,2023-02-23T15:00:17+00:00
115,115,The Pale Beyond,/app/1266030/,Indie (23),"Adventure (25), Indie (23), RPG (3), Simulation (28), Strategy (2)",Fellow Traveller,Bellular Studios,"Engine.Unity, SDK.FMOD, SDK.SteamworksNET, SDK.UnityBurst, SDK.cURL",24 February 2023 – 15:33:38 UTC (2 months ago) (1677252818),91.0,27,32,738,2023-02-25T21:05:04+00:00
116,116,Kujlevka,/app/1365720/,Adventure (25),Adventure (25),Crytivo,Callback,"Engine.Unreal, SDK.EpicOnlineServices, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",6 April 2023 – 14:16:03 UTC (9 days ago) (1680790563),98.0,16,28,73,2023-04-08T18:00:12+00:00
117,117,vivid/stasis,/app/2093940/,Indie (23),"Indie (23), Early Access (70)",Hajimeli,Team Vividstasis,Engine.GameMaker,22 February 2023 – 02:23:06 UTC (2 months ago) (1677032586),97.0,13,26,53,2023-03-08T00:30:10+00:00
118,118,Aces and Adventures,/app/1815570/,RPG (3),"Adventure (25), RPG (3), Strategy (2)",Yogscast Games,Triple.B.Titles,"Engine.Unity, SDK.NVIDIA_DLSS, SDK.UnityBurst, SDK.UnityHDRP, SDK.cURL",23 February 2023 – 13:44:48 UTC (2 months ago) (1677159888),91.0,103,112,"2,455",2023-02-28T14:25:04+00:00
119,119,Tower Tactics: Liberation,/app/1709900/,Strategy (2),"Indie (23), Strategy (2)",AsraWorks,AsraWorks,Engine.Godot,6 February 2023 – 23:05:40 UTC (2 months ago) (1675724740),91.0,77,85,808,2023-02-12T14:15:03+00:00
120,120,一起击碎吧,/app/2354650/,Casual (4),"Casual (4), Free to Play (37), Racing (9), RPG (3), Strategy (2), Early Access (70)",JS-game,JS-game,SDK.CEF,11 March 2023 – 02:27:50 UTC (last month) (1678501670),100.0,0,7,28,2023-04-09T11:40:12+00:00
121,121,Time Wasters,/app/1290330/,Action (1),"Action (1), Casual (4), Indie (23), RPG (3), Early Access (70)",Proton Studio,Proton Studio,"Engine.Unity, SDK.UnityBurst",6 April 2023 – 21:01:45 UTC (9 days ago) (1680814905),91.0,280,296,934,2023-03-12T19:05:04+00:00
122,122,Kandria,/app/1261430/,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3)",Shirakumo Games,Shirakumo Games,"SDK.OpenSSL, SDK.Vorbis",15 February 2023 – 16:15:08 UTC (2 months ago) (1676477708),96.0,1,2,26,2023-01-12T19:40:12+00:00
123,123,Juno: New Origins,/app/870200/,Simulation (28),"Indie (23), Simulation (28)","Jundroo, LLC","Jundroo, LLC","Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.cURL",25 January 2023 – 21:45:15 UTC (3 months ago) (1674683115),89.0,128,134,780,2023-01-29T20:35:04+00:00
124,124,Hell Of An Office,/app/1640890/,Action (1),"Action (1), Indie (23), Early Access (70)",Joystick Ventures,43 Studios,"Engine.Unreal, SDK.FMOD, SDK.NVIDIA_APEX, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",17 March 2023 – 15:38:27 UTC (29 days ago) (1679067507),98.0,1,4,26,2023-03-14T18:00:11+00:00
125,125,Confabulation,/app/2246400/,Indie (23),"Adventure (25), Casual (4), Indie (23)",Authogin,Authogin,"Engine.Unity, SDK.UnityBurst, SDK.UnityHDRP, SDK.cURL",30 December 2022 – 08:55:58 UTC (4 months ago) (1672390558),100.0,0,4,13,2023-02-19T02:50:17+00:00
126,126,"Good Pizza, Great Pizza",/app/770810/,Simulation (28),"Casual (4), Indie (23), Simulation (28)",TapBlaze,TapBlaze,"Engine.Cocos, SDK.Discord, SDK.OpenAL, SDK.Vorbis, SDK.cURL",3 April 2023 – 23:15:15 UTC (12 days ago) (1680563715),89.0,80,80,145,2023-02-12T20:00:08+00:00
127,127,Lords of Infinity,/app/2169120/,Indie (23),"Casual (4), Indie (23), RPG (3)",Hosted Games,Hosted Games,Container.Electron,7 December 2022 – 03:36:10 UTC (4 months ago) (1670384170),96.0,8,15,270,2023-03-02T19:30:07+00:00
128,128,Apex Point,/app/2102520/,Simulation (28),"Indie (23), Racing (9), Simulation (28), Early Access (70)",Apex Studio,Apex Studio,"Engine.Unity, SDK.FMOD, SDK.NVIDIA_DLSS, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityHDRP, SDK.cURL",19 March 2023 – 22:25:22 UTC (27 days ago) (1679264722),91.0,84,105,385,2023-03-19T19:30:07+00:00
129,129,Looking Up I See Only A Ceiling,/app/1742930/,Adventure (25),"Adventure (25), Indie (23)",silver978,silver978,Engine.Godot,8 April 2023 – 19:46:18 UTC (7 days ago) (1680983178),95.0,1,5,12,2023-03-09T15:00:15+00:00
130,130,Magic Tower & Maidens,/app/2090950/,Casual (4),Casual (4),The Magic Tower Girl Studio,The Magic Tower Girl Studio,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",3 March 2023 – 09:48:37 UTC (last month) (1677836917),96.0,0,2,61,2023-02-27T13:30:10+00:00
131,131,Robolife2-Nova Duty,/app/1777390/,Simulation (28),Simulation (28),Critical Bliss,Barance Studio,"Engine.Unity, SDK.UnityURP, SDK.cURL",16 March 2023 – 07:03:58 UTC (last month) (1678950238),93.0,118,118,892,2023-03-11T15:40:04+00:00
132,132,Revenant,/app/2317510/,Action (1),"Action (1), Free to Play (37), Indie (23)",Mayfly,Mayfly,"Engine.Unity, SDK.FMOD, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",21 March 2023 – 02:05:13 UTC (26 days ago) (1679364313),98.0,4,10,20,2023-03-30T12:50:12+00:00
133,133,Crafty Survivors,/app/2137760/,Action (1),"Action (1), Early Access (70)",Flannel Bear Games,Flannel Bear Games,"Engine.Unity, SDK.FMOD, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",15 March 2023 – 14:49:28 UTC (last month) (1678891768),93.0,45,55,374,2023-03-25T15:10:36+00:00
134,134,Emberfate: Tempest of Elements,/app/2164490/,Indie (23),Indie (23),Wind Chimes Games Limited,Wind Chimes Games Limited,Engine.RenPy,26 December 2022 – 13:44:08 UTC (4 months ago) (1672062248),100.0,1,3,21,2023-01-29T22:30:14+00:00
135,135,DIG - Deep In Galaxies,/app/1442840/,Indie (23),"Action (1), Adventure (25), Indie (23)",🚀 Raiser Games,Molton Studio,Engine.GameMaker,14 April 2023 – 13:04:13 UTC (yesterday) (1681477453),98.0,5,11,40,2023-03-20T18:00:14+00:00
136,136,與經紀人戀愛是絕對禁止2,/app/2053940/,Simulation (28),"Casual (4), Indie (23), RPG (3), Simulation (28)",Mango Party,樹懶叫工作室,"Engine.RPGMaker, SDK.Greenworks, SDK.NWJS, SDK.NodeJS",14 March 2023 – 08:06:41 UTC (last month) (1678781201),93.0,81,81,518,2023-03-13T15:40:05+00:00
137,137,It Comes In Waves,/app/2342980/,Adventure (25),"Action (1), Adventure (25)",Merlino Games,Antonio Freyre,,29 March 2023 – 18:00:13 UTC (17 days ago) (1680112813),97.0,1,3,19,2023-04-05T20:10:15+00:00
138,138,Weird and Unfortunate Things Are Happening,/app/2274410/,RPG (3),"Free to Play (37), Indie (23), RPG (3)",Sapphire Dream Games,Sapphire Dream Games,Engine.RPGMaker,10 March 2023 – 05:00:49 UTC (last month) (1678424449),100.0,2,7,29,2023-02-18T00:50:09+00:00
139,139,EVERSPACE™ 2,/app/1128920/,Action (1),"Action (1), Adventure (25), RPG (3), Simulation (28)",ROCKFISH Games,ROCKFISH Games,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_Ansel, SDK.NVIDIA_DLSS, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",6 April 2023 – 14:26:57 UTC (9 days ago) (1680791217),87.0,"7,670","7,720","9,760",2023-04-09T20:00:03+00:00
140,140,SHUFFLE! Episode 2 ~Kami ni mo Akuma ni mo Nerawareteiru Otoko~,/app/2321180/,Adventure (25),"Adventure (25), Casual (4)",HIKARI FIELD,Navel,,10 March 2023 – 09:50:30 UTC (last month) (1678441830),96.0,13,13,89,2023-03-11T15:00:10+00:00
141,141,Handyman Legend,/app/2127010/,Indie (23),"Casual (4), Indie (23), RPG (3), Simulation (28)",SupaShinKen Studio,SupaShinKen Studio,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",3 March 2023 – 16:54:09 UTC (last month) (1677862449),91.0,117,117,"1,002",2023-03-10T17:00:04+00:00
142,142,觅光：第一章 - Seeking Light : Chapter 1,/app/2305480/,RPG (3),"Casual (4), Free to Play (37), Indie (23), RPG (3), Simulation (28)",Eternal Dream,莓莓动物园,"SDK.Greenworks, SDK.NWJS, SDK.NodeJS",23 March 2023 – 02:41:04 UTC (24 days ago) (1679539264),100.0,5,13,28,2023-03-29T12:50:13+00:00
143,143,Postmouse,/app/2273550/,Adventure (25),"Adventure (25), Free to Play (37), Indie (23)",The Animation Workshop,Critters Collective,"Engine.Unreal, SDK.FMOD, SDK.NVIDIA_APEX, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",13 January 2023 – 20:21:44 UTC (3 months ago) (1673641304),91.0,16,25,123,2023-02-12T14:30:07+00:00
144,144,Horny Warp,/app/1539160/,Adventure (25),"Adventure (25), Casual (4)",IlluminatiGames,IlluminatiGames,"Engine.Unity, SDK.cURL",9 February 2023 – 18:58:03 UTC (2 months ago) (1675969083),93.0,10,19,218,2023-02-18T06:40:06+00:00
145,145,Corsair`s Madness Prologue: Jungle`s Island,/app/2190570/,Action (1),"Action (1), Adventure (25), Indie (23)",ManyDev Studio,Old Prawn,Engine.GameMaker,11 April 2023 – 11:36:14 UTC (4 days ago) (1681212974),98.0,0,1,46,2023-02-03T17:00:11+00:00
146,146,Backfirewall_,/app/1920100/,Adventure (25),"Adventure (25), Casual (4), Indie (23)",All in! Games,Naraven Games,"Engine.Unity, SDK.FMOD, SDK.UnityURP, SDK.cURL",30 January 2023 – 13:46:02 UTC (3 months ago) (1675086362),94.0,2,4,86,2023-01-31T20:50:08+00:00
147,147,Troublemaker,/app/1498740/,Indie (23),"Action (1), Adventure (25), Indie (23)",Freedom Games,Gamecom Team,,31 March 2023 – 12:03:12 UTC (15 days ago) (1680264192),90.0,43,54,374,2023-04-01T15:10:06+00:00
148,148,Zup! Q,/app/2206560/,Casual (4),"Casual (4), Indie (23)",Quiet River,Quiet River,,26 January 2023 – 17:05:37 UTC (3 months ago) (1674752737),98.0,0,4,33,2023-03-08T15:20:11+00:00
149,149,Witch's Garden,/app/2347380/,Adventure (25),"Adventure (25), Casual (4)",HIKARI FIELD,Windmill Oasis,,17 March 2023 – 19:34:10 UTC (29 days ago) (1679081650),98.0,79,87,117,2023-04-09T14:20:08+00:00
150,150,Drawing From Memory,/app/2225530/,Casual (4),"Casual (4), Indie (23)",Lekker spelen,Lekker spelen,"Engine.Unity, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",9 February 2023 – 03:36:25 UTC (2 months ago) (1675913785),94.0,0,13,134,2023-02-08T20:40:09+00:00
151,151,FATAL FRAME / PROJECT ZERO: Mask of the Lunar Eclipse,/app/2130460/,Adventure (25),Adventure (25),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,6 March 2023 – 05:13:39 UTC (last month) (1678079619),90.0,90,118,"1,372",2023-03-09T13:35:04+00:00
152,152,Temple Of Snek,/app/1208590/,Action (1),"Action (1), Adventure (25), Indie (23)",Pixeljam,Aetheric Games,"Engine.Unreal, SDK.CEF, SDK.Intel_OID, SDK.NVIDIA_Nsight_Aftermath, SDK.Vorbis, SDK.XAudio2",14 February 2023 – 17:14:03 UTC (2 months ago) (1676394843),95.0,0,1,21,2021-08-18T15:40:11+00:00
153,153,我在终点线等你,/app/2215290/,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3)",DreaMory,DreaMory,"Engine.Unity, SDK.SteamworksNET",1 January 2023 – 07:04:53 UTC (3 months ago) (1672556693),98.0,0,3,22,2023-03-24T13:50:16+00:00
154,154,上古传说,/app/2321080/,Action (1),"Action (1), Free to Play (37), RPG (3)",上古传说,上古传说,SDK.CEF,8 March 2023 – 04:11:25 UTC (last month) (1678248685),92.0,55,72,126,2023-04-09T04:40:08+00:00
155,155,9 Childs Street,/app/1895890/,Indie (23),Indie (23),N4bA,N4bA,"Engine.Unity, SDK.Steam_Audio, SDK.UnityHDRP, SDK.UnityURP, SDK.cURL",29 January 2023 – 07:48:16 UTC (3 months ago) (1674978496),92.0,9,17,30,2023-02-20T19:30:13+00:00
156,156,KOP KILLER 22XX,/app/2217680/,Early Access (70),"Action (1), Indie (23), Early Access (70)",Morningstar Game Studio,Morningstar Game Studio,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.cURL",7 March 2023 – 17:39:20 UTC (last month) (1678210760),100.0,0,1,6,2023-03-09T01:50:15+00:00
157,157,Souls of White Star,/app/1772050/,Indie (23),"Adventure (25), Indie (23), RPG (3), Strategy (2), Early Access (70)",IndieArk,Souls of Star Game Lab.,"Engine.Unity, SDK.SteamworksNET, SDK.Wwise",3 April 2023 – 21:57:59 UTC (12 days ago) (1680559079),97.0,20,33,86,2023-04-05T14:10:07+00:00
158,158,Organs Please,/app/1593780/,Strategy (2),"Indie (23), RPG (3), Simulation (28), Strategy (2)",HeroCraft PC,TECHHOME,"Engine.Unity, SDK.FMOD, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",5 April 2023 – 15:58:35 UTC (10 days ago) (1680710315),93.0,10,18,62,2022-11-17T19:50:08+00:00
159,159,Selene ~Apoptosis~,/app/1398210/,Adventure (25),Adventure (25),Nupu Neko Dev,Viscum key,Engine.RenPy,19 February 2023 – 16:10:13 UTC (2 months ago) (1676823013),88.0,63,83,704,2023-02-19T13:05:04+00:00
160,160,Ash of Gods: The Way Prologue,/app/2304670/,Strategy (2),"Indie (23), Strategy (2)",AurumDust,AurumDust,"Engine.Unity, SDK.FMOD",9 March 2023 – 12:20:33 UTC (last month) (1678364433),92.0,5,8,747,2023-03-09T21:05:05+00:00
161,161,Zero-G Gunfight,/app/1312060/,Indie (23),Indie (23),First Peoples Digital,Devil's Cider Games,Engine.Unity,14 March 2023 – 18:18:03 UTC (last month) (1678817883),100.0,1,1,6,2023-03-16T01:40:17+00:00
162,162,In Sink: A Co-Op Escape Prologue,/app/2289970/,Casual (4),"Casual (4), Free to Play (37), Strategy (2)",Clock Out Games,Clock Out Games,"Engine.Unity, SDK.SteamworksNET, SDK.UnityURP, SDK.cURL",25 February 2023 – 19:51:00 UTC (2 months ago) (1677354660),89.0,219,411,"1,323",2023-02-28T13:50:04+00:00
